"Unique ID ","Parent","Name","Tier 1 Parent","Tier (1-4)","Important to NBCU","AG NOTES","Additional signals (e.g., objects, scene settings)","Object signals","Scene signals","Example Advertiser Industry","Logo signals","Explicit Triggers","Date Selected",""
"501","498","Paintball","Sports","3","N","","","","","","","","",""
"502","498","Scuba Diving","Sports","3","N","","","","","","","","",""
"503","498","Skateboarding","Sports","3","N","","","skateboard","","","","","",""
"504","498","Snowboarding","Sports","3","N","","","snowboard","","","","","",""
"505","498","Surfing and Bodyboarding","Sports","3","N","","","surfboard","","","","","",""
"506","498","Waterskiing and Wakeboarding","Sports","3","N","","","","","","","","",""
"507","483","Australian Rules Football","Sports","2","N","","","","","","","","",""
"508","483","Fantasy Sports","Sports","2","N","","","","","","","","",""
"509","483","Field Hockey","Sports","2","N","","","","","","","","",""
"510","483","Figure Skating","Sports","2","N","","","","","","","","",""
"511","483","Fishing Sports","Sports","2","N","","","","","","","","",""
"512","483","Golf","Sports","2","N","","","","","","","","",""
"513","483","Gymnastics","Sports","2","N","","","","","","","","",""
"514","483","Hunting and Shooting","Sports","2","N","","","","","","","","",""
"515","483","Ice Hockey","Sports","2","N","","","","","","","","",""
"516","483","Inline Skating","Sports","2","N","","","","","","","","",""
"517","483","Lacrosse","Sports","2","N","","","","","","","","",""
"518","483","Auto Racing","Sports","2","N","","","","","","","","",""
"519","518","Motorcycle Sports","Sports","3","N","","","","","","","","",""
"520","483","Martial Arts","Sports","2","N","","","","","","","","",""
"521","483","Olympic Sports","Sports","2","N","","","","","","Olympics Rings logo","","",""
"522","521","Summer Olympic Sports","Sports","3","N","","","","","","","","",""
"523","521","Winter Olympic Sports","Sports","3","N","","","","","","","","",""
"524","483","Poker and Professional Gambling","Sports","2","N","","","","","","","","",""
"525","483","Rodeo","Sports","2","N","","","","","","","","",""
"526","483","Rowing","Sports","2","N","","","","","","","","",""
"527","483","Rugby","Sports","2","N","","","","","","","","",""
"528","527","Rugby League","Sports","3","N","","","","","","","","",""
"529","527","Rugby Union","Sports","3","N","","","","","","","","",""
"530","483","Sailing","Sports","2","N","","","","","","","","",""
"531","483","Skiing","Sports","2","N","","","skis; snowboard","","","","","",""
"532","483","Snooker/Pool/Billiards","Sports","2","N","","","","","","","","",""
"533","483","Soccer","Sports","2","N","","","","","","","","",""
"534","483","Badminton","Sports","2","N","","","","","","","","",""
"535","483","Softball","Sports","2","N","","","","","","","","",""
"536","483","Squash","Sports","2","N","","","","","","","","",""
"537","483","Swimming","Sports","2","N","","","","","","","","",""
"538","483","Table Tennis","Sports","2","N","","","","","","","","",""
"539","483","Tennis","Sports","2","N","","","tennis_racket","AND sports_event","","","","",""
"540","483","Track and Field","Sports","2","N","","","","","","","","",""
"541","483","Volleyball","Sports","2","N","","","","","","","","",""
"542","483","Walking","Sports","2","N","","","","","","","","",""
"543","483","Water Polo","Sports","2","N","","","","","","","","",""
"544","483","Weightlifting","Sports","2","N","","","","","","","","",""
"545","483","Baseball","Sports","2","N","","","baseball_bat; baseball_glove","AND sports_event","","","","",""
"546","483","Wrestling","Sports","2","N","","","","","","","","",""
"547","483","Basketball","Sports","2","N","","","","","","","","",""
"548","483","Beach Volleyball","Sports","2","N","","","","","","","","",""
"549","483","Bodybuilding","Sports","2","N","","","","","","","","",""
"550","483","Bowling","Sports","2","N","","","","","","","","",""
"551","483","Sports Equipment","Sports","2","N","","","sports_ball; baseball_bat; baseball_glove; tennis_racket; skis; snowboard; skateboard; surfboard","","","","","",""
"118","90","Aviation Industry","Business and Finance","3","Y","","Airplanes, Aircraft, Pilot, Flight attendant, United, Jetblue, Southwest, Single Engine Plane, Plane, Helicopter","airplane","airplane_indoor","Travel","logos for all relevant brands","","3/9/2021",""
"165","163","Wedding","Events and Attractions","3","Y","","","","wedding","Retail, Restaurants, Consumer Goods","","","3/9/2021",""
"170","163","Birthday","Events and Attractions","3","Y","","","","birthday","Retail, Telecommunications","","","3/9/2021",""
"172","163","Graduation","Events and Attractions","3","Y","","Graduation Cap, Diploma, graduation gown, honor cords, graduate hoods","","graduation","","","","3/9/2021",""
"173","163","Prom","Events and Attractions","3","Y","","Large dresses, Dress, suits, bowties, corsage, + party, dancing","","","","","","3/9/2021",""
"557","553","Natural and Organic Beauty","Style & Fashion","3","N","","","","","","","","",""
"194","192","Daycare and Pre-School","Family and Relationships","3","Y","","Daycare, pre-school, classes, playgrounds, crayons, markers, classrooms, cubbies","","","","","","4/15/2022",""
"559","553","Skin Care","Style & Fashion","3","N","","","","","","logos for all relevant brands","","",""
"560","552","Women's Fashion","Style & Fashion","2","N","","","","","","logos for all relevant brands","","",""
"561","560","Women's Accessories","Style & Fashion","3","N","","","","","","","","",""
"562","561","Women's Glasses","Style & Fashion","4","N","","","","","","","","",""
"270","269","Board Games and Puzzles","Hobbies & Interests","3","Y","","","","","Toys, Entertainment","","","3/9/2021",""
"564","561","Women's Hats and Scarves","Style & Fashion","4","N","","","","","","","","",""
"271","269","Card Games","Hobbies & Interests","3","Y","","","","","","","","3/9/2021",""
"554","553","Hair Care","Style & Fashion","3","Y","","blow drier, curlers, straightener, hair spray, bobby pins, hairbrush, extensions","","","","logos for all relevant brands","","3/9/2021",""
"567","566","Women's Business Wear","Style & Fashion","4","N","","","","","","","","",""
"568","566","Women's Casual Wear","Style & Fashion","4","","","","","","","logos for all relevant brands","","",""
"555","553","Makeup and Accessories","Style & Fashion","3","Y","","lipstick, mascara, blush, eyeshadow, foundation, bronxer, brow pencil","","","","logos for all relevant brands","","3/9/2021",""
"570","566","Women's Intimates and Sleepwear","Style & Fashion","4","N","","","","","","logos for all relevant brands","","","female_underwear"
"571","566","Women's Outerwear","Style & Fashion","4","N","","","","","","","","",""
"572","566","Women's Sportswear","Style & Fashion","4","","","","","","","logos for all relevant brands","","",""
"556","553","Nail Care","Style & Fashion","3","Y","","nail polish, nail file, clippers","","","","logos for all relevant brands","","3/9/2021",""
"574","552","Body Art","Style & Fashion","2","N","","","","","","","","",""
"575","552","Children's Clothing","Style & Fashion","2","N","","","","","","","","",""
"576","552","Designer Clothing","Style & Fashion","2","","","","","","","logos for all relevant brands","","",""
"577","552","Fashion Trends","Style & Fashion","2","N","","","","","","","","",""
"578","552","High Fashion","Style & Fashion","2","N","","","","","","","","",""
"579","552","Men's Fashion","Style & Fashion","2","","","","","","","logos for all relevant brands","","",""
"580","579","Men's Accessories","Style & Fashion","3","N","","","","","","","","",""
"581","580","Men's Jewelry and Watches","Style & Fashion","4","","","","","","","","","",""
"558","553","Perfume and Fragrance","Style & Fashion","3","Y","","perfume bottles, perfume brands","","","Retail, Consumer Goods","logos for all relevant brands","","3/9/2021",""
"583","582","Men's Business Wear","Style & Fashion","4","","","","mens_suit","","","","","",""
"566","560","Women's Clothing","Style & Fashion","3","Y","","jeans, dresses, designer clothes","","","","logos for all relevant brands","","3/9/2021",""
"573","560","Women's Shoes and Footwear","Style & Fashion","3","Y","","heels, designer shoes","high_heels","","","logos for all relevant brands","","4/15/2022",""
"586","582","Men's Outerwear","Style & Fashion","4","N","","","","","","","","",""
"587","582","Men's Sportswear","Style & Fashion","4","N","","","","","","","","",""
"588","582","Men's Underwear and Sleepwear","Style & Fashion","4","N","","","","","","","","","male_underwear"
"589","579","Men's Shoes and Footwear","Style & Fashion","3","N","","","","","","","","",""
"590","552","Personal Care","Style & Fashion","2","N","","","","home_bathroom","Personal Care","logos for all relevant brands","","",""
"582","579","Men's Clothing","Style & Fashion","3","Y","","suits, dress shirts, tuxedos, suit ties, dress shoes","","","","logos for all relevant brands","","4/15/2022",""
"591","590","Bath and Shower","Style & Fashion","3","Y","","loofah, body wash, shampoo/conditioner, showerhead","shampoo","","Personal Care","logos for all relevant brands","","3/9/2021",""
"592","590","Deodorant and Antiperspirant","Style & Fashion","3","Y","","sweat, exercise, jogging","deodorant","","Personal Care","logos for all relevant brands","","3/9/2021",""
"593","590","Oral care","Style & Fashion","3","Y","","toothpaste, teeth whitening, mouthwash, dental floss","toothbrush","","Personal Care","logos for all relevant brands","","3/9/2021",""
"595","552","Street Style","Style & Fashion","2","N","","","","","","","","",""
"594","590","Shaving","Style & Fashion","3","Y","","razor, shaving cream","shaver","","Personal Care","logos for all relevant brands","","3/9/2021",""
"597","596","Artificial Intelligence","Technology & Computing","2","N","","","","","","","","",""
"598","596","Augmented Reality","Technology & Computing","2","N","","","","","","","","",""
"599","596","Computing","Technology & Computing","2","N","","","","","","","","",""
"600","599","Computer Networking","Technology & Computing","3","N","","","","","","","","",""
"601","599","Computer Peripherals","Technology & Computing","3","N","","","","","","","","",""
"602","599","Computer Software and Applications","Technology & Computing","3","N","","","","","","","","",""
"603","602","3-D Graphics","Technology & Computing","4","N","","","","","","","","",""
"604","602","Photo Editing Software","Technology & Computing","4","N","","","","","","","","",""
"605","602","Shareware and Freeware","Technology & Computing","4","N","","","","","","","","",""
"606","602","Video Software","Technology & Computing","4","N","","","","","","","","",""
"607","602","Web Conferencing","Technology & Computing","4","N","","","","","","","","",""
"608","602","Antivirus Software","Technology & Computing","4","N","","","","","","","","",""
"609","602","Browsers","Technology & Computing","4","N","","","","","","","","",""
"610","602","Computer Animation","Technology & Computing","4","N","","","","","","","","",""
"611","602","Databases","Technology & Computing","4","N","","","","","","","","",""
"612","602","Desktop Publishing","Technology & Computing","4","N","","","","","","","","",""
"613","602","Digital Audio","Technology & Computing","4","N","","","","","","","","",""
"614","602","Graphics Software","Technology & Computing","4","N","","","","","","","","",""
"615","602","Operating Systems","Technology & Computing","4","N","","","","","","","","",""
"616","599","Data Storage and Warehousing","Technology & Computing","3","N","","","","","","","","",""
"617","599","Desktops","Technology & Computing","3","Y","","computer, computer desk","desktop_computer","","","","","3/9/2021",""
"618","599","Information and Network Security","Technology & Computing","3","N","","","","","","","","",""
"619","599","Internet","Technology & Computing","3","N","","","","","","","","",""
"620","619","Cloud Computing","Technology & Computing","4","N","","","","","","","","",""
"621","619","Web Development","Technology & Computing","4","N","","","","","","","","",""
"622","619","Web Hosting","Technology & Computing","4","N","","","","","","","","",""
"623","619","Email","Technology & Computing","4","N","","","","","","","","",""
"624","619","Internet for Beginners","Technology & Computing","4","N","","","","","","","","",""
"625","619","Internet of Things","Technology & Computing","4","N","","","","","","","","",""
"626","619","IT and Internet Support","Technology & Computing","4","N","","","","","","","","",""
"627","619","Search","Technology & Computing","4","N","","","","","","","","",""
"628","619","Social Networking","Technology & Computing","4","N","","","","","","","","",""
"629","619","Web Design and HTML","Technology & Computing","4","N","","","","","","","","",""
"630","599","Laptops","Technology & Computing","3","Y","","laptop, laptop case, charger","laptop","","","logos for all relevant brands","","3/9/2021",""
"631","599","Programming Languages","Technology & Computing","3","N","","","","","","","","",""
"633","632","Cameras and Camcorders","Technology & Computing","3","Y","","","camera","","","","","3/9/2021",""
"635","632","Smartphones","Technology & Computing","3","Y","","iphones, androids","cellphone","","","","","3/9/2021",""
"634","632","Home Entertainment Systems","Technology & Computing","3","N","","","","","","","","",""
"636","632","Tablets and E-readers","Technology & Computing","3","Y","","ipad, kindle","tablet","","","","","3/9/2021",""
"656","655","Africa Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"637","632","Wearable Technology","Technology & Computing","3","N","","","","","","","","",""
"638","596","Robotics","Technology & Computing","2","N","","","","","","","","",""
"639","596","Virtual Reality","Technology & Computing","2","N","","","","","","","","",""
"657","655","Asia Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"641","640","Animation TV","Television","2","N","","","","","","","","",""
"642","640","Soap Opera TV","Television","2","N","","","","","","","","",""
"643","640","Special Interest TV","Television","2","N","","","","","","","","",""
"644","640","Sports TV","Television","2","N","","","","","","","","",""
"645","640","Children's TV","Television","2","N","","","","","","","","",""
"646","640","Comedy TV","Television","2","N","","","","","","","","",""
"647","640","Drama TV","Television","2","N","","","","","","","","",""
"648","640","Factual TV","Television","2","N","","","","","","","","",""
"649","640","Holiday TV","Television","2","N","","","","","","","","",""
"650","640","Music TV","Television","2","N","","","","","","","","",""
"651","640","Reality TV","Television","2","N","","","","","","","","",""
"652","640","Science Fiction TV","Television","2","N","","","","","","","","",""
"658","655","Australia and Oceania Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"659","655","Europe Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"660","655","North America Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"661","655","Polar Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"662","655","South America Travel","Travel","3","Y","","","","","","","","3/9/2021",""
"668","664","Hotels and Motels","Travel","3","Y","","hotel, hotel lobby, elevators, room key","","hotel_indoor; hotel_outdoor","","logos for all relevant brands","","3/9/2021",""
"669","664","Rail Travel","Travel","3","Y","","railroad, train, train station","train","","","logos for all relevant brands","","3/9/2021",""
"672","664","Air Travel","Travel","3","Y","","airplanes, runways, airports","airplane","airplane_indoor","","logos for all relevant brands","","3/9/2021",""
"673","664","Beach Travel","Travel","3","Y","","ocean, bungalows, beach towels, sunscreen, palm trees","","beach_outdoor","","","","3/9/2021",""
"677","664","Camping","Travel","3","Y","","tents, sleeping bags, cooking ware","tent","","","","","3/9/2021",""
"663","653","Travel Preparation and Advice","Travel","2","N","","","","","","","","",""
"664","653","Travel Type","Travel","2","N","","","","","","","","",""
"665","664","Adventure Travel","Travel","3","N","","","","","","","","",""
"666","664","Family Travel","Travel","3","N","","","","","","","","",""
"667","664","Honeymoons and Getaways","Travel","3","N","","","","","","","","",""
"678","664","Cruises","Travel","3","Y","","cruise ships","","cruise_outdoor","","logos for all relevant brands","","3/9/2021",""
"16A","16","Individual Brands","Automotive","4","Y","","","","","","logos for all relevant brands","","3/9/2021",""
"670","664","Road Trips","Travel","3","N","","","","","","","","",""
"671","664","Spas","Travel","3","N","","","","","","","","",""
"563","561","Women's Handbags and Wallets","Style & Fashion","4","Y","","purses, wallets, clutches","handbag","","","logos for all relevant brands","","3/9/2021",""
"565","561","Women's Jewelry and Watches","Style & Fashion","4","Y","","earrings, diamonds, rubies, ","","","","logos for all relevant brands","","3/9/2021",""
"674","664","Bed & Breakfasts","Travel","3","N","","","","","","","","",""
"675","664","Budget Travel","Travel","3","N","","","","","","","","",""
"676","664","Business Travel","Travel","3","N","","","","","","","","",""
"569","566","Women's Formal Wear","Style & Fashion","4","Y","","*priority if men's formal wear is feasible","gown; high_heels","","","","","3/9/2021",""
"584","582","Men's Casual Wear","Style & Fashion","4","Y","","","","","","","","3/9/2021",""
"679","664","Day Trips","Travel","3","N","","","","","","","","",""
"585","582","Men's Formal Wear","Style & Fashion","4","Y","","*is this feasible?","mens_suit","","","","","3/9/2021",""
"681","680","Console Games","Video Gaming","2","N","","","","","","","","",""
"682","680","eSports","Video Gaming","2","N","","","","","","","","",""
"683","680","Mobile Games","Video Gaming","2","N","","","","","","","","",""
"684","680","PC Games","Video Gaming","2","N","","","","","","","","",""
"685","680","Video Game Genres","Video Gaming","2","N","","","","","","","","",""
"686","685","Action Video Games","Video Gaming","3","N","","","","","","","","",""
"687","685","Role-Playing Video Games","Video Gaming","3","N","","","","","","","","",""
"688","685","Simulation Video Games","Video Gaming","3","N","","","","","","","","",""
"689","685","Sports Video Games","Video Gaming","3","N","","","","","","","","",""
"690","685","Strategy Video Games","Video Gaming","3","N","","","","","","","","",""
"691","685","Action-Adventure Video Games","Video Gaming","3","N","","","","","","","","",""
"692","685","Adventure Video Games","Video Gaming","3","N","","","","","","","","",""
"693","685","Casual Games","Video Gaming","3","N","","","","","","","","",""
"694","685","Educational Video Games","Video Gaming","3","N","","","","","","","","",""
"695","685","Exercise and Fitness Video Games","Video Gaming","3","N","","","","","","","","",""
"696","685","MMOs","Video Gaming","3","N","","","","","","","","",""
"697","685","Music and Party Video Games","Video Gaming","3","N","","","","","","","","",""
"698","685","Puzzle Video Games","Video Gaming","3","N","","","","","","","","",""
